Final_Name,Alt_Name,Inst_final,z,z_src,CIV_blue_tvm,CIV_EW_tvm,_RA,_DE,Sul_Name,SDSS_NAME,PLATE,MJD,FIBERID,F1450_spec (erg/s/cm2/A),S2N_1450A,CIVgood_manmask,F1550_sul07,c1_2_sul07,log M_BH,+err(log M_BH),-err(log M_BH),MBH_source,MBH_source_qual,logEddRatio,EddRatio_Source,EddRatio_Source_qual,LBol,LBol Source,LBol_Source_qual,logLEdd,logLEdd_Source,logLEdd_Source_qual,F2500 (ergs/s/cm2/A),F2500_change,logLbol_2500 (erg/s),logLedd (erg/s),logEddRatio_2500,CIV_Distance,Spec_Name
PG 1444+407,2MASS J14464593+4035057,FOS,0.267,Sul,1437.4822521104,13.31794833385,221.691423888889,40.5849530555556,J14467+4035,144645.93+403505.7,1397.0,53119.0,190.0,1.34549948476456E-14,13.7930392069556,1,2.28,-1143.0,8.06,,,Woo&Urry2002,2.0,,,,,,,,,,7.0851581744108E-15,7.0851581744108E-15,46.0460124434574,46.1603705451176,-0.114358101660216,0.814438458315288,J14467+4035
PG 1448+27,RBS 1438,HSLA,0.065,https://arxiv.org/pdf/1507.06317.pdf,611.392208999139,21.6493463336211,222.786,27.1575,,,,,,4.13778036526584E-15,19.5399469189479,1,,,7.14,0.01,0.01,Rakshit+2020,2.0,,,,,,,,,,2.76147571402753E-15,2.76147571402753E-15,44.3246796156262,45.2403705451176,-0.915690929491383,0.660605945695628,SDSSJ145108.76+270926.9
PG 1538+47,2MASS J15393481+4735311,FOS,0.7723,Sul,473.481426026803,33.4691022654607,234.895083333333,47.592,J15395+4735,153934.80+473531.2,6729.0,56419.0,258.0,5.00777991884367E-15,21.7148638615904,1,2.42,-402.0,8.58,0.46,0.46,Kelly&Bechtold2007,2.0,,,,,,,,,,2.77524011606517E-15,2.77524011606517E-15,46.7273511067518,46.6803705451176,0.0469805616342782,0.572889947894903,J15395+4735
PG 1544+489,2MASS J15453022+4846088,FOS,0.3978,Sul,1712.33575134884,16.1372117249282,236.375999166667,48.769165,J15455+4846,154530.23+484608.9,8429.0,57893.0,896.0,4.49860474459875E-15,42.5732576549518,1,1.46,-1587.0,7.998,0.085,0.105,Vestergaard&Peterson2006,2.0,,,,,,,,,,2.75946314413011E-15,2.75946314413011E-15,46.0387365267789,46.0983705451176,-0.0596340183386985,0.814072209284582,J15455+4846
PG 1612+262,Ton 256,FOS,0.1308,Sul,-839.797867671753,80.9451208287653,243.554983055556,26.0711666666667,J16142+2604,161413.20+260416.2,1393.0,52824.0,35.0,5.35203100426307E-15,4.13235091455331,1,0.68,433.0,7.05,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,3.05380730981313E-15,3.05380730981313E-15,45.0051941742995,45.1503705451176,-0.145176370818071,0.350774148521124,J16142+2604
PG 1626+555,1ES 1626+55.4,FOS,0.1326,Sul,611.392208999139,58.5378014019823,246.98375,55.3754444444444,J16279+5522,,,,,,,1,2.06,-299.0,8.49,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,7.94939028661774E-15,7.94939028661774E-15,45.4279491172707,46.5903705451176,-1.16242142784692,0.469299694945466,J16279+5522
PG 2112+05,SDSS J211452.58+060742.4,STIS,0.4608,Sul,1368.73015463254,28.7105361901393,318.719113055556,6.128425,J21148+0607,,,,,4.37573417500196E-15,11.3012069157737,1,1.5,-1498.0,9.001,0.089,0.112,Vestergaard&Peterson2006,2.0,,,,,,,,,,2.93068167035573E-15,2.93068167035573E-15,46.2140553043722,47.1013705451176,-0.887315240745387,0.688873791512384,J21148+0607
PG 2128-123,PHL 1598,FOS,0.4996,Sul,-286.141157033345,73.896355559914,322.896923888889,-12.1179988888889,J21315-1207,,,,,5.62106072561036E-15,19.4889722761882,1,2.51,524.0,9.61,,,Woo&Urry2002,2.0,,,,,,,,,,3.61523911650809E-15,3.61523911650809E-15,46.3869348050805,47.7103705451176,-1.32343574003708,0.375467790413979,J21315-1207
PG 2135-148,PHL 1657,FOS,0.2004,Sul,-9.68066706248958,149.543291107858,324.4382625,-14.5487277777778,J21377-1432,,,,,4.06893230146928E-15,8.03978002682082,1,0.74,131.0,9.1,,,BASS-DR2 (Koss+2022),2.0,-1.22,BASS-DR2 (Koss+2022),,46.05,BASS-DR2 (Koss+2022),,,,,2.28863025687423E-15,2.28863025687423E-15,45.2838263735753,47.2003705451176,-1.91654417154223,0.193644493244686,J21377-1432
PG 2141+175,2E 4512,FOS,0.2106,Sul,-78.7812685546023,16.5701541275384,325.898125,17.7302211111111,J21435+1743,,,,,4.35376715842931E-15,5.97389264710132,1,1.49,309.0,8.24,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,2.17626227648657E-15,2.17626227648657E-15,45.3098731331649,46.3403705451176,-1.03049741195263,0.633904770464648,J21435+1743
Pictor A,1ES 0518-45.8,FOS,0.035,Sul,128.443090585211,209.118160317984,79.9572291666667,-45.7788055555556,J05198-4546,,,,,1.67654772661363E-15,4.66057115517464,1,0.18,-1111.0,6.77,,,BASS-DR2 (Koss+2022),2.0,-0.07,BASS-DR2 (Koss+2022),,44.88,BASS-DR2 (Koss+2022),,,,,1.07054160153077E-15,1.07054160153077E-15,43.3693608569074,44.8703705451176,-1.50100968821018,0.107163111428902,J05198-4546
PKS 0135-247,2E 447,STIS,0.835,Sul,-355.280481193698,28.9255993768602,24.4098530555556,-24.5149711111111,J01376-2430,,,,,1.34129001433685E-15,9.63055953974029,1,0.87,194.0,9.13,,,Woo&Urry2002,2.0,,,,,,,,,,7.73518139566765E-16,7.73518139566765E-16,46.2620820559861,47.2303705451176,-0.968288489131467,0.524806965974277,J01376-2430
PKS 2300-68,LEDA 2831589,FOS,0.5158,Sul,-424.458528022291,143.12932185084,345.931363888889,-68.1270719444444,J23037-6807,,,,,1.63290724737815E-15,10.9747114718704,1,0.63,142.0,7.62,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.05118460752588E-15,1.05118460752588E-15,45.8903571177392,45.7203705451176,0.16998657262166,0.204135536585772,J23037-6807
RBS 144,IRAS F00582-5130,HSLA,0.062817,NED,335.512559052064,25.5705750322349,15.113,-51.2318,,,,,,1.74304982138361E-14,36.6669910648042,1,,,7.86,,,Shields+2003,2.0,,,,,,,,,,1.01567447305713E-14,1.01567447305713E-14,44.8522786463478,45.9603705451176,-1.10809189876977,0.602886025387974,RBS144
RBS 1666,2MASS J20055299-4134423,HSLA,0.079632,NED,-78.7812685546023,52.7088335407441,301.471,-41.5784,,,,,,7.31370062148286E-15,37.1559173275064,1,,,,,,,,,,,,,,,,,4.74418759605647E-15,4.74418759605647E-15,44.7394089570474,,,0.453807823003559,RBS1666
RBS 1763,2MASS J21362309-6224005,HSLA,0.059,https://arxiv.org/pdf/1710.10703.pdf,197.485608074964,77.6325759514242,324.096,-62.4003,,,,,,2.86202670121217E-14,63.1463592739666,1,,,6.485721426,,,https://doi.org/10.1051/0004-6361/201832677,2.0,-0.1674910873,https://doi.org/10.1051/0004-6361/201832677,2.0,45.23,BASS-DR2 (Koss+2022),,,,,1.84737715539517E-14,1.84737715539517E-14,45.0526192347393,44.5860919711176,0.466527263621785,0.363689502491149,1H-2129-624
RBS 2005,2MASSÂ J23255424+2153140,HSLA,0.12,https://arxiv.org/pdf/1710.10703.pdf,266.508764230596,109.336934320487,351.476,21.8872,,,,,,5.69709112867797E-15,11.2774158654853,1,,,8.39,,,BASS-DR2 (Koss+2022),2.0,-0.9,BASS-DR2 (Koss+2022),,45.66,BASS-DR2 (Koss+2022),,,,,4.15762857661748E-15,4.15762857661748E-15,45.0575798813241,46.4903705451176,-1.43279066379351,0.275234345649934,RBS2005
RBS 563,2MASS J04382917-6147589,HSLA,0.069001,NED,266.508764230596,129.396138353189,69.6215,-61.7997,,,,,,3.28281587839906E-15,9.34755831147857,1,,,7.54,,,Shields+2003,2.0,,,,,,,,,,3.46176194138604E-15,3.46176194138604E-15,44.4751647409729,45.6403705451176,-1.1652058041447,0.231639662482034,RBS563
RBS 597,HE 0450-2958,FOS,0.2855,Sul,1093.54751271396,35.2293009782595,73.1253380555556,-29.8931183333333,J04525-2953,,,,,6.09925496958592E-15,28.4961155304017,1,1.41,-898.0,7.37,,,Kelly&Bechtold2007,2.0,,,,,,,,,,3.7869360205693E-15,3.7869360205693E-15,45.8433106454693,45.4703705451176,0.372940100351769,0.626921424118852,IRAS04505-2958
RBS 799,SDSS J094733.21+100508.7,HSLA,0.13954,DR16,-9.68066706248958,46.6730327987687,146.888,10.0858,,094733.21+100508.7,1305.0,52757.0,548.0,4.88178146906745E-15,11.2473774261548,1,,,7.83,0.04,0.04,Rakshit+2020,2.0,,,,,,,,,,2.91048180143315E-15,2.91048180143315E-15,45.0448190914689,45.9303705451176,-0.885551453648702,0.478453585954257,SDSSJ094733.21+100508.7
RBS 829,SDSS J100744.54+500746.6,HSLA,0.212331280112267,DR16,-9.68066706248958,132.396506277897,151.936,50.1296,,100744.55+500746.6,8175.0,57039.0,283.0,1.37240825249117E-15,1.36562105461972,1,,,7.78,0.07,0.07,Rakshit+2020,2.0,,,,,,,,,,8.85386993656545E-16,8.85386993656545E-16,44.9322830447166,45.8803705451176,-0.948087500400966,0.225160531420667,SDSSJ100744.54+500746.6
RBS 9,HE 0003-5023,HSLA,0.0333,https://arxiv.org/pdf/1710.10703.pdf,-355.280481193698,40.4577023673115,1.42938,-50.1151,,,,,,9.42691186246814E-15,40.3189567159023,0,,,,,,Tremou+2015,,,,,,,,,,,5.56415329270873E-15,5.56415329270873E-15,44.0320242940274,,,0.482093992694468,RXS-J00057-5007
RS 1952,SDSS J230845.59-091123.9,HSLA,0.193032,DR16,-424.458528022291,143.313862516405,347.19,-9.18999,,230845.60-091123.9,725.0,52258.0,632.0,2.08306666193187E-15,4.67318133343642,1,,,8.78,0.12,0.12,Rakshit+2020,2.0,,,,,,,,,,1.3360587098264E-15,1.3360587098264E-15,45.017322997427,46.8803705451176,-1.8630475476906,0.203813725440339,SDSSJ230845.59-091123.9
RX J0044.9+1026,TXS 0042+101,FOS,0.5857,Sul,-355.280481193698,373.031366325894,11.2446869444444,10.4480772222222,J00449+1026,,,,,1.68316962483025E-16,3.68383222101625,1,0.12,-37.0,9.22,,,Runnoe+2013,2.0,,,,,,,,,,1.31648677342979E-16,1.31648677342979E-16,45.1314268111084,47.3203705451176,-2.18894373400918,0.0,J00449+1026
RX J1230.8+0115,HE 1228+0131,HSLA,0.117,"Muzahid+2018,MNRAS",1368.73015463254,5.14737410817613,187.708,1.25597,,,,,,3.30743928808294E-14,74.3355383659774,1,,,7.87,,,"Kim,Im,&Kim2010",2.0,,,,,,,,,,1.86668152293187E-14,1.86668152293187E-14,45.677877434462,45.9703705451176,-0.292493110655542,0.906034006054567,RXJ1230.8+0115
SDSSÂ J004342.55+372520.0,1RXS J004343.6+372521,HSLA,0.08,https://arxiv.org/pdf/1710.10703.pdf,-493.636574850928,22.829231307675,10.9269,37.4219,,,,,,6.74119076266197E-15,25.4051156450155,1,,,,,,,,,,,,,,,,,3.75615106078986E-15,3.75615106078986E-15,44.643488696462,,,0.545539372502697,RXSJ00437+3725
SDSS J004354.98+423430.2,2MASS J00435499+4234302,HSLA,0.191,NED,-9.68066706248958,134.927064300692,10.9791,42.5751,,,,,,8.85816161251634E-16,3.48708074087679,1,,,,,,,,,,,,,,,,,5.96820289333849E-16,5.96820289333849E-16,44.6618260549205,,,0.220247547933738,Q0043+4234
SDSS J005050.74+353642.9,2MASS J00505073+3536429,HSLA,0.058,https://arxiv.org/pdf/1710.10703.pdf,-147.881870046715,65.6728442356431,12.7114,35.6119,,,,,,9.74744354117645E-15,33.8644605166756,1,,,7.5,,,Bachev+2008,2.0,,,,,,,,,,6.0473474578382E-15,6.0473474578382E-15,44.5587185231753,45.6003705451176,-1.04165202194226,0.40627584407005,RXSJ00508+3536
SDSS J005346.15+223222.3,2MASSÂ J00534614+2232224,HSLA,0.149,DR16,1024.71796989958,37.777810086684,13.4423,22.5395,,005346.15+223222.3,7620.0,56904.0,603.0,3.27231083183193E-15,9.79147440136823,1,,,7.78,0.08,0.08,Rakshit+2020,2.0,,,,,,,,,,2.08640368306145E-15,2.08640368306145E-15,44.9634862485502,45.8803705451176,-0.916884296567361,0.608422348362535,RXSJ00537+2232
SDSS J015530.02-085704.0,2MASSÂ J01553002-0857040,HSLA,0.165,DR16,-147.881870046715,127.957472725508,28.8752,-8.9511,,015530.02-085704.0,7184.0,56629.0,734.0,1.55252668057369E-15,1.99629971948395,1,,,8.57,0.13,0.13,Rakshit+2020,2.0,,,,,,,,,,1.00627147699669E-15,1.00627147699669E-15,44.7468803985246,46.6703705451176,-1.92349014659298,0.2336992538128,SDSSJ015530.02-085704.0
SDSS J015536.03+311518.0,1RXS J015536.7+311525,HSLA,0.133373767137527,DR16,-770.523014172515,88.3087686600693,28.9001,31.255,,015536.03+311518.0,7737.0,57722.0,520.0,1.33730346715586E-15,10.7702413352406,0,,,7.77,0.08,0.08,WuShen2022,2.0,,,,,,,,,,1.34907066937362E-15,1.34907066937362E-15,44.6731531620577,45.8703705451176,-1.19721738305983,0.328376092799022,RXSJ0155.6+3115
SDSS J075620.08+304535.3,[VV2006]Â J075620.1+304535,HSLA,0.235748,DR16,542.446498180031,72.5398400634556,119.084,30.7598,,075620.07+304535.4,1061.0,52641.0,293.0,4.39063369478915E-16,1.74623090337629,1,,,8.3,0.02,0.02,Rakshit+2020,2.0,,,,,,,,,,2.47189391514702E-16,2.47189391514702E-16,44.4864661088339,46.4003705451176,-1.91390443628369,0.381946921475352,SDSSJ075620.08+304535.3
SDSS J084349.75+261910.7,IRAS F08407+2630,HSLA,0.2571,DR16,-9.68066706248958,41.1592134587196,130.957,26.3197,,084349.75+261910.7,11123.0,58429.0,37.0,2.38485077681489E-15,2.9909633779705,1,,,7.83,0.02,0.02,Rakshit+2020,2.0,,,,,,,,,,1.40334703976501E-15,1.40334703976501E-15,45.3150889721276,45.9303705451176,-0.615281572989964,0.498836165605712,J084349.75+261910.7
SDSS J085334.25+434902.3,2MASS J08533423+4349023,FOS,0.5149,Sul,1162.37705552831,37.7374840282613,133.392651388889,43.8172305555556,J08535+4349,085334.23+434902.3,8281.0,57042.0,160.0,2.25026881093507E-15,10.278124193718,1,0.79,-1345.0,8.69,,,Decarli+2010,2.0,,,,,,,,,,1.24525759744872E-15,1.24525759744872E-15,45.9611736956731,46.7903705451176,-0.829196849444507,0.622507895650569,J08535+4349
SDSSÂ J093653.84+533126.9,2MASSÂ J09365385+5331268,HSLA,0.227580606937408,DR16,-909.072721170991,16.6597370208177,144.224,53.5241,,093653.84+533126.8,7286.0,57096.0,113.0,9.75836478688498E-16,1.72605794139106,0,,,8.84,0.04,0.04,WuShen2022,2.0,,,,,,,,,,4.83053800720649E-16,4.83053800720649E-16,44.7394774190038,46.9403705451176,-2.20089312611376,0.555107795234046,NEWQZ027
SDSS J115758.72-002220.8,2MASS J11575874-0022208,HSLA,0.260354,DR16,680.318558484126,25.2034753319227,179.495,-0.372472,,115758.72-002220.9,285.0,51930.0,280.0,,,0,,,8.63,0.04,0.04,Rakshit+2020,2.0,,,,,,,,,,9.81452431264873E-16,9.81452431264873E-16,45.1741148870535,46.7303705451176,-1.55625565806405,0.641109712311985,SDSSJ115758.72-002220.8
SDSS J122534.79-024757.1,2MASSÂ J12253479-0247571,HSLA,0.195419,DR16,59.3812117613829,49.9507640800062,186.395,-2.79919,,122534.79-024757.1,334.0,51993.0,234.0,1.0100887908043E-15,3.3389672648365,1,,,7.8,0.03,0.03,Rakshit+2020,2.0,,,,,,,,,,5.53021082974637E-16,5.53021082974637E-16,44.6509969511812,45.9003705451176,-1.24937359393636,0.470043829620379,SDSSJ122534.79-024757.1
SDSS J123235.82+060310.0,2MASSÂ J12323582+0603098,HSLA,0.083473,NED,128.443090585211,35.8189263658077,188.149,6.05277,,,,,,3.14731366070455E-15,33.7419854498528,1,,,,,,,,,,,,,,,,,1.80863081642417E-15,1.80863081642417E-15,44.3687307917541,,,0.530714323337739,SDSSJ123235.82+060310.0
SDSS J132059.41+295728.1,2MASS J13205941+2957282,HSLA,0.206057116389275,DR16,-1116.9940883393,22.8272806584066,200.248,29.9578,,132059.42+295728.1,11401.0,58491.0,331.0,6.22939990107409E-16,2.16341965120861,0,,,8.44,0.101,0.101,Rakshit+2020,2.0,,,,,,,,,,3.51030959377272E-16,3.51030959377272E-16,44.5069452232281,46.5403705451176,-2.03342532188942,0.509256060710026,J132059.41+295728.1
SDSS J132144.97+033055.7,2MASS J13214497+0330558,HSLA,0.268833,DR16,-78.7812685546023,103.918631128062,200.437,3.51547,,132144.97+033055.7,526.0,52312.0,537.0,,,1,,,8.58,0.03,0.03,Rakshit+2020,2.0,,,,,,,,,,1.75047449573803E-15,1.75047449573803E-15,45.4534759230259,46.6803705451176,-1.22689462209162,0.287677709939991,SDSSJ132144.97+033055.7
SDSS J135712.61+170444.1,2MASS J13571260+1704439,HSLA,0.15,https://arxiv.org/pdf/1507.06317.pdf,-424.458528022291,56.6225020249594,209.303,17.0789,,,,,,3.38186173834457E-15,14.7184612624564,1,,,8.36,0.09,0.09,Rakshit+2020,2.0,,,,,,,,,,2.09617162231722E-15,2.09617162231722E-15,44.9717584304196,46.4603705451176,-1.488612114698,0.435146948813187,SDSSJ135712.61+170444.1
SDSS J152139.66+033729.2,2MASS J15213967+0337292,HSLA,0.1265,DR16,-424.458528022291,202.671177087803,230.415,3.6248,,152139.66+033729.2,592.0,52025.0,376.0,1.49922119482247E-15,4.83545535612473,0,,,8.52,,,BASS-DR2 (Koss+2022),2.0,-1.07,BASS-DR2 (Koss+2022),,45.63,BASS-DR2 (Koss+2022),,,,,1.00055219425E-15,1.00055219425E-15,44.4959122233474,46.6203705451176,-2.12445832177015,0.114135686246597,SDSSJ152139.66+033729.2
SDSS J161711.42+063833.4,2MASSÂ J16171142+0638333,HSLA,0.229454,DR16,128.443090585211,345.313168884249,244.298,6.64264,,161711.42+063833.4,1732.0,53501.0,251.0,4.0424898095459E-16,0.893915713395192,1,,,8.23,0.03,0.03,Rakshit+2020,2.0,,,,,,,,,,2.82027561394323E-16,2.82027561394323E-16,44.5167650238519,46.3303705451176,-1.81360552126569,0.0,SDSSJ161711.42+063833.4
SDSS J163013.56+375821.7,2MASS J16301357+3758217,FOS,0.3945,Sul,-1186.34638717507,103.07793449166,247.556553333333,37.97269,J16303+3756,163013.57+375821.7,5195.0,56048.0,622.0,2.26240355152018E-16,1.19240916258669,0,0.04,941.0,9.3,0.05,0.05,Rakshit+2020 (MgII),2.5,,,,,,,,,,1.15641375778375E-16,1.15641375778375E-16,44.6706510140219,47.4003705451176,-2.72971953109563,0.287527531405455,J16303+3756
SDSS J165958.94+620218.1,2MASSÂ J16595894+6202181,HSLA,0.232715,DR16,335.512559052064,54.1797190681479,254.996,62.0384,,165958.93+620218.2,351.0,51780.0,476.0,1.57429475489542E-15,5.54422220292399,1,,,8.4,0.05,0.05,Rakshit+2020,2.0,,,,,,,,,,8.0597670854974E-16,8.0597670854974E-16,44.9804845678815,46.5003705451176,-1.51988597723607,0.469299694945466,Q1659+6202
SDSS J171448.50+332738.3,2MASS J17144850+3327383,HSLA,0.1812,DR16,-632.050752510519,171.813393925917,258.702,33.4606,,171448.50+332738.3,2973.0,54591.0,190.0,6.4771871635065E-16,1.06052111869071,1,,,8.46,0.02,0.02,Rakshit+2020,2.0,,,,,,,,,,4.83644256022496E-16,4.83644256022496E-16,44.5215545015914,46.5603705451176,-2.0388160435262,0.156464578909099,NEWQZ013
SDSS J235152.80+261932.6,RBS 2055,HSLA,0.04,"Wei,J+1999; A&AS",680.318558484126,141.365023408172,357.97,26.3257,,,,,,5.91858848611241E-15,39.5760575490943,1,,,,,,,,,,,,,,,,,3.87433915718038E-15,3.87433915718038E-15,44.0382456196215,,,0.209584871981756,RBS2055
Ton S 180,PHL 912,STIS,0.062,Sul,542.446498180031,18.5353717713162,14.3341738888889,-22.3823444444444,J00573-2222,,,,,3.11660404244289E-14,18.9157745839719,1,4.01,-801.0,7.06,,,Wang&Lu2001,2.0,,,,,,,,,,1.79945818299732E-14,1.79945818299732E-14,45.0856944462177,45.1603705451176,-0.0746760988999,0.681285992647578,TONS180
Ton S 210,1ESÂ 0119-28.6,HSLA,0.116,https://arxiv.org/pdf/1507.06317.pdf,266.508764230596,26.3740280054474,20.4646,-28.3494,,,,,,2.64390903693025E-14,37.9755132787355,1,,,8.18,,,BASS-DR2 (Koss+2022),2.0,-0.87,BASS-DR2 (Koss+2022),,45.48,BASS-DR2 (Koss+2022),,,,,1.52009869344809E-14,1.52009869344809E-14,45.5819277912687,46.2803705451176,-0.698442753848916,0.590919208281192,TONS210
UKS 0242-72.4,2MASS J02430960-7216482,HSLA,0.102,NED,404.496992539456,34.4281276556572,40.79,-72.2801,,,,,,7.77326433737367E-15,16.487282135748,1,,,,,,,,,,,,,,,,,4.4965792730059E-15,4.4965792730059E-15,44.9416695953922,,,0.561679181262133,UKS-0242-724
VIII Zw 233,SDSSÂ J130534.49+181932.9,HSLA,0.118,DR16,-217.001832872948,32.8959080160079,196.394,18.3258,,130534.49+181932.8,2603.0,54479.0,443.0,2.21559090766282E-15,3.68169302958123,1,,,8.38,0.08,0.08,Rakshit+2020,2.0,,,,,,,,,,1.16730780067608E-15,1.16730780067608E-15,44.497619774546,46.4803705451176,-1.98275077057155,0.517154944942903,NEWQZ004
WPVS 7,HE 0036-5133,HSLA,0.029,Sul,1299.95869582056,23.0224119767188,9.81595,-51.2837,J00392-5117,,,,,5.68312990342955E-15,48.4663285689324,1,0.2,-78.0,6.61,,,Leighly+2009,2.0,,,,,,,,,,3.97416280997277E-15,3.97416280997277E-15,43.7665374496389,44.7103705451176,-0.943833095478702,0.719952185327075,QSO-003916-511701
